ICD-10-CM,description,dx_broad,Diagnosis,Sheet 
R87623,High grade squamous intraepithelial lesion on cytologic smear of vagina (HGSIL),cancer,Non CNS Cancer,CCS 2015 -> ICD-1024
Z85238,Personal history of other malignant neoplasm of thymus,cancer,Non CNS Cancer,CCS 2015 -> ICD-1025
Z8529,Personal history of malignant neoplasm of other respiratory and intrathoracic organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1026
Z85830,Personal history of malignant neoplasm of bone,cancer,Non CNS Cancer,CCS 2015 -> ICD-1027
Z85840,Personal history of malignant neoplasm of eye,cancer,Non CNS Cancer,CCS 2015 -> ICD-1028
Z85858,Personal history of malignant neoplasm of other endocrine glands,cancer,Non CNS Cancer,CCS 2015 -> ICD-1029
Z85831,Personal history of malignant neoplasm of soft tissue,cancer,Non CNS Cancer,CCS 2015 -> ICD-1030
Z8589,Personal history of malignant neoplasm of other organs and systems,cancer,Non CNS Cancer,CCS 2015 -> ICD-1031
Z859,"Personal history of malignant neoplasm, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1032
Z85020,Personal history of malignant carcinoid tumor of stomach,cancer,Non CNS Cancer,CCS 2015 -> ICD-1033
Z85030,Personal history of malignant carcinoid tumor of large intestine,cancer,Non CNS Cancer,CCS 2015 -> ICD-1034
Z85040,Personal history of malignant carcinoid tumor of rectum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1035
Z85060,Personal history of malignant carcinoid tumor of small intestine,cancer,Non CNS Cancer,CCS 2015 -> ICD-1036
Z85110,Personal history of malignant carcinoid tumor of bronchus and lung,cancer,Non CNS Cancer,CCS 2015 -> ICD-1037
Z85230,Personal history of malignant carcinoid tumor of thymus,cancer,Non CNS Cancer,CCS 2015 -> ICD-1038
Z85520,Personal history of malignant carcinoid tumor of kidney,cancer,Non CNS Cancer,CCS 2015 -> ICD-1039
Z85821,Personal history of Merkel cell carcinoma,cancer,Non CNS Cancer,CCS 2015 -> ICD-1040
Z0389,Encounter for observation for other suspected diseases and conditions ruled out,other,Non CNS Cancer,CCS 2015 -> ICD-1041
C770,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",cancer,Non CNS Cancer,CCS 2015 -> ICD-1042
C771,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,cancer,Non CNS Cancer,CCS 2015 -> ICD-1043
C772,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,cancer,Non CNS Cancer,CCS 2015 -> ICD-1044
C773,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,cancer,Non CNS Cancer,CCS 2015 -> ICD-1045
C774,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,cancer,Non CNS Cancer,CCS 2015 -> ICD-1046
C775,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,cancer,Non CNS Cancer,CCS 2015 -> ICD-1047
C778,Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,cancer,Non CNS Cancer,CCS 2015 -> ICD-1048
C779,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1049
C7800,Secondary malignant neoplasm of unspecified lung,cancer,Non CNS Cancer,CCS 2015 -> ICD-1050
C781,Secondary malignant neoplasm of mediastinum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1051
C782,Secondary malignant neoplasm of pleura,cancer,Non CNS Cancer,CCS 2015 -> ICD-1052
C7839,Secondary malignant neoplasm of other respiratory organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1053
C784,Secondary malignant neoplasm of small intestine,cancer,Non CNS Cancer,CCS 2015 -> ICD-1054
C785,Secondary malignant neoplasm of large intestine and rectum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1055
C786,Secondary malignant neoplasm of retroperitoneum and peritoneum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1056
C787,Secondary malignant neoplasm of liver and intrahepatic bile duct,cancer,Non CNS Cancer,CCS 2015 -> ICD-1057
C787,Secondary malignant neoplasm of liver and intrahepatic bile duct,cancer,Non CNS Cancer,CCS 2015 -> ICD-1058
C7889,Secondary malignant neoplasm of other digestive organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1059
C7900,Secondary malignant neoplasm of unspecified kidney and renal pelvis,cancer,Non CNS Cancer,CCS 2015 -> ICD-1060
C7911,Secondary malignant neoplasm of bladder,cancer,Non CNS Cancer,CCS 2015 -> ICD-1061
C7919,Secondary malignant neoplasm of other urinary organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1062
C792,Secondary malignant neoplasm of skin,cancer,Non CNS Cancer,CCS 2015 -> ICD-1063
C7931,Secondary malignant neoplasm of brain,cancer,Non CNS Cancer,CCS 2015 -> ICD-1064
C7932,Secondary malignant neoplasm of cerebral meninges,cancer,Non CNS Cancer,CCS 2015 -> ICD-1065
C7949,Secondary malignant neoplasm of other parts of nervous system,cancer,Non CNS Cancer,CCS 2015 -> ICD-1066
C7951,Secondary malignant neoplasm of bone,cancer,Non CNS Cancer,CCS 2015 -> ICD-1067
C7952,Secondary malignant neoplasm of bone marrow,cancer,Non CNS Cancer,CCS 2015 -> ICD-1068
C7960,Secondary malignant neoplasm of unspecified ovary,cancer,Non CNS Cancer,CCS 2015 -> ICD-1069
C7970,Secondary malignant neoplasm of unspecified adrenal gland,cancer,Non CNS Cancer,CCS 2015 -> ICD-1070
C7981,Secondary malignant neoplasm of breast,cancer,Non CNS Cancer,CCS 2015 -> ICD-1071
C7982,Secondary malignant neoplasm of genital organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1072
C7989,Secondary malignant neoplasm of other specified sites,cancer,Non CNS Cancer,CCS 2015 -> ICD-1073
C7B01,Secondary carcinoid tumors of distant lymph nodes,cancer,Non CNS Cancer,CCS 2015 -> ICD-1074
C7B02,Secondary carcinoid tumors of liver,cancer,Non CNS Cancer,CCS 2015 -> ICD-1075
C7B03,Secondary carcinoid tumors of bone,cancer,Non CNS Cancer,CCS 2015 -> ICD-1076
C7B04,Secondary carcinoid tumors of peritoneum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1077
J910,Malignant pleural effusion,cancer,Non CNS Cancer,CCS 2015 -> ICD-1078
R180,Malignant ascites,cancer,Non CNS Cancer,CCS 2015 -> ICD-1079
C800,"Disseminated malignant neoplasm, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1080
C801,"Malignant (primary) neoplasm, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1081
C802,Malignant neoplasm associated with transplanted organ,cancer,Non CNS Cancer,CCS 2015 -> ICD-1082
C7A00,Malignant carcinoid tumor of unspecified site,cancer,Non CNS Cancer,CCS 2015 -> ICD-1083
C7A098,Malignant carcinoid tumors of other sites,cancer,Non CNS Cancer,CCS 2015 -> ICD-1084
C7A1,Malignant poorly differentiated neuroendocrine tumors,cancer,Non CNS Cancer,CCS 2015 -> ICD-1085
C7B00,"Secondary carcinoid tumors, unspecified site",cancer,Non CNS Cancer,CCS 2015 -> ICD-1086
C7B1,Secondary Merkel cell carcinoma,cancer,Non CNS Cancer,CCS 2015 -> ICD-1087
C7B09,Secondary carcinoid tumors of other sites,cancer,Non CNS Cancer,CCS 2015 -> ICD-1088
C7B8,Other secondary neuroendocrine tumors,cancer,Non CNS Cancer,CCS 2015 -> ICD-1089
D37030,Neoplasm of uncertain behavior of the parotid salivary glands,cancer,Non CNS Cancer,CCS 2015 -> ICD-1090
D37031,Neoplasm of uncertain behavior of the sublingual salivary glands,cancer,Non CNS Cancer,CCS 2015 -> ICD-1091
D37032,Neoplasm of uncertain behavior of the submandibular salivary glands,cancer,Non CNS Cancer,CCS 2015 -> ICD-1092
D37039,"Neoplasm of uncertain behavior of the major salivary glands, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1093
D3701,Neoplasm of uncertain behavior of lip,cancer,Non CNS Cancer,CCS 2015 -> ICD-1094
D3702,Neoplasm of uncertain behavior of tongue,cancer,Non CNS Cancer,CCS 2015 -> ICD-1095
D3704,Neoplasm of uncertain behavior of the minor salivary glands,cancer,Non CNS Cancer,CCS 2015 -> ICD-1096
D3705,Neoplasm of uncertain behavior of pharynx,cancer,Non CNS Cancer,CCS 2015 -> ICD-1097
D371,Neoplasm of uncertain behavior of stomach,cancer,Non CNS Cancer,CCS 2015 -> ICD-1098
D372,Neoplasm of uncertain behavior of small intestine,cancer,Non CNS Cancer,CCS 2015 -> ICD-1099
D374,Neoplasm of uncertain behavior of colon,cancer,Non CNS Cancer,CCS 2015 -> ICD-1100
D375,Neoplasm of uncertain behavior of rectum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1101
D376,"Neoplasm of uncertain behavior of liver, gallbladder and bile ducts",cancer,Non CNS Cancer,CCS 2015 -> ICD-1102
D483,Neoplasm of uncertain behavior of retroperitoneum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1103
D484,Neoplasm of uncertain behavior of peritoneum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1104
D378,Neoplasm of uncertain behavior of other specified digestive organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1105
D379,"Neoplasm of uncertain behavior of digestive organ, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1106
D380,Neoplasm of uncertain behavior of larynx,cancer,Non CNS Cancer,CCS 2015 -> ICD-1107
D381,"Neoplasm of uncertain behavior of trachea, bronchus and lung",cancer,Non CNS Cancer,CCS 2015 -> ICD-1108
D382,Neoplasm of uncertain behavior of pleura,cancer,Non CNS Cancer,CCS 2015 -> ICD-1109
D383,Neoplasm of uncertain behavior of mediastinum,cancer,Non CNS Cancer,CCS 2015 -> ICD-1110
D384,Neoplasm of uncertain behavior of thymus,cancer,Non CNS Cancer,CCS 2015 -> ICD-1111
D385,Neoplasm of uncertain behavior of other respiratory organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1112
D386,"Neoplasm of uncertain behavior of respiratory organ, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1113
D390,Neoplasm of uncertain behavior of uterus,cancer,Non CNS Cancer,CCS 2015 -> ICD-1114
D392,Neoplasm of uncertain behavior of placenta,cancer,Non CNS Cancer,CCS 2015 -> ICD-1115
D3910,Neoplasm of uncertain behavior of unspecified ovary,cancer,Non CNS Cancer,CCS 2015 -> ICD-1116
D398,Neoplasm of uncertain behavior of other specified female genital organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1117
D399,"Neoplasm of uncertain behavior of female genital organ, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1118
D4010,Neoplasm of uncertain behavior of unspecified testis,cancer,Non CNS Cancer,CCS 2015 -> ICD-1119
D400,Neoplasm of uncertain behavior of prostate,cancer,Non CNS Cancer,CCS 2015 -> ICD-1120
D408,Neoplasm of uncertain behavior of other specified male genital organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1121
D409,"Neoplasm of uncertain behavior of male genital organ, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1122
D414,Neoplasm of uncertain behavior of bladder,cancer,Non CNS Cancer,CCS 2015 -> ICD-1123
D419,Neoplasm of uncertain behavior of unspecified urinary organ,cancer,Non CNS Cancer,CCS 2015 -> ICD-1124
D4100,Neoplasm of uncertain behavior of unspecified kidney,cancer,Non CNS Cancer,CCS 2015 -> ICD-1125
D4120,Neoplasm of uncertain behavior of unspecified ureter,cancer,Non CNS Cancer,CCS 2015 -> ICD-1126
D418,Neoplasm of uncertain behavior of other specified urinary organs,cancer,Non CNS Cancer,CCS 2015 -> ICD-1127
D443,Neoplasm of uncertain behavior of pituitary gland,cancer,Non CNS Cancer,CCS 2015 -> ICD-1128
D444,Neoplasm of uncertain behavior of craniopharyngeal duct,cancer,Non CNS Cancer,CCS 2015 -> ICD-1129
D445,Neoplasm of uncertain behavior of pineal gland,cancer,Non CNS Cancer,CCS 2015 -> ICD-1130
D4410,Neoplasm of uncertain behavior of unspecified adrenal gland,cancer,Non CNS Cancer,CCS 2015 -> ICD-1131
D446,Neoplasm of uncertain behavior of carotid body,cancer,Non CNS Cancer,CCS 2015 -> ICD-1132
D447,Neoplasm of uncertain behavior of aortic body and other paraganglia,cancer,Non CNS Cancer,CCS 2015 -> ICD-1133
D440,Neoplasm of uncertain behavior of thyroid gland,cancer,Non CNS Cancer,CCS 2015 -> ICD-1134
D442,Neoplasm of uncertain behavior of parathyroid gland,cancer,Non CNS Cancer,CCS 2015 -> ICD-1135
D449,Neoplasm of uncertain behavior of unspecified endocrine gland,cancer,Non CNS Cancer,CCS 2015 -> ICD-1136
D432,"Neoplasm of uncertain behavior of brain, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1137
D434,Neoplasm of uncertain behavior of spinal cord,cancer,Non CNS Cancer,CCS 2015 -> ICD-1138
D420,Neoplasm of uncertain behavior of cerebral meninges,cancer,Non CNS Cancer,CCS 2015 -> ICD-1139
D421,Neoplasm of uncertain behavior of spinal meninges,cancer,Non CNS Cancer,CCS 2015 -> ICD-1140
D429,"Neoplasm of uncertain behavior of meninges, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1141
Q8503,Schwannomatosis,other,Non CNS Cancer,CCS 2015 -> ICD-1145
Q8509,Other neurofibromatosis,other,Non CNS Cancer,CCS 2015 -> ICD-1146
D433,Neoplasm of uncertain behavior of cranial nerves,cancer,Non CNS Cancer,CCS 2015 -> ICD-1147
D438,Neoplasm of uncertain behavior of other specified parts of central nervous system,cancer,Non CNS Cancer,CCS 2015 -> ICD-1148
D439,"Neoplasm of uncertain behavior of central nervous system, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1149
D480,Neoplasm of uncertain behavior of bone and articular cartilage,cancer,Non CNS Cancer,CCS 2015 -> ICD-1150
D481,Code not found,other,Non CNS Cancer,CCS 2015 -> ICD-1151
D485,Neoplasm of uncertain behavior of skin,cancer,Non CNS Cancer,CCS 2015 -> ICD-1152
D4860,Neoplasm of uncertain behavior of unspecified breast,cancer,Non CNS Cancer,CCS 2015 -> ICD-1153
D4701,Cutaneous mastocytosis,other,Non CNS Cancer,CCS 2015 -> ICD-1155
D4702,Systemic mastocytosis,other,Non CNS Cancer,CCS 2015 -> ICD-1156
D4709,Other mast cell neoplasms of uncertain behavior,cancer,Non CNS Cancer,CCS 2015 -> ICD-1157
D47Z9,"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue",cancer,Non CNS Cancer,CCS 2015 -> ICD-1158
D473,Essential (hemorrhagic) thrombocythemia,other,Non CNS Cancer,CCS 2015 -> ICD-1159
D460,"Refractory anemia without ring sideroblasts, so stated",other,Non CNS Cancer,CCS 2015 -> ICD-1160
D461,Refractory anemia with ring sideroblasts,other,Non CNS Cancer,CCS 2015 -> ICD-1161
D4620,"Refractory anemia with excess of blasts, unspecified",other,Non CNS Cancer,CCS 2015 -> ICD-1162
D4621,Refractory anemia with excess of blasts 1,other,Non CNS Cancer,CCS 2015 -> ICD-1163
D46A,Refractory cytopenia with multilineage dysplasia,other,Non CNS Cancer,CCS 2015 -> ICD-1164
D46B,Refractory cytopenia with multilineage dysplasia and ring sideroblasts,other,Non CNS Cancer,CCS 2015 -> ICD-1165
D4622,Refractory anemia with excess of blasts 2,other,Non CNS Cancer,CCS 2015 -> ICD-1166
D46C,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality,other,Non CNS Cancer,CCS 2015 -> ICD-1167
D469,"Myelodysplastic syndrome, unspecified",other,Non CNS Cancer,CCS 2015 -> ICD-1168
D471,Chronic myeloproliferative disease,other,Non CNS Cancer,CCS 2015 -> ICD-1169
D47Z1,Post-transplant lymphoproliferative disorder (PTLD),other,Non CNS Cancer,CCS 2015 -> ICD-1170
C9440,Acute panmyelosis with myelofibrosis not having achieved remission,other,Non CNS Cancer,CCS 2015 -> ICD-1171
C9441,"Acute panmyelosis with myelofibrosis, in remission",other,Non CNS Cancer,CCS 2015 -> ICD-1172
C9442,"Acute panmyelosis with myelofibrosis, in relapse",other,Non CNS Cancer,CCS 2015 -> ICD-1173
D471,Chronic myeloproliferative disease,other,Non CNS Cancer,CCS 2015 -> ICD-1174
D479,"Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified",cancer,Non CNS Cancer,CCS 2015 -> ICD-1175
D47Z9,"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue",cancer,Non CNS Cancer,CCS 2015 -> ICD-1177
D487,Neoplasm of uncertain behavior of other specified sites,cancer,Non CNS Cancer,CCS 2015 -> ICD-1178
D489,"Neoplasm of uncertain behavior, unspecified",cancer,"Sepsis + MSOF, AKI",ICD-9 -> ICD-10
D490,Neoplasm of unspecified behavior of digestive system,cancer,"Sepsis + MSOF, AKI",ICD-9 -> ICD-11
D491,Neoplasm of unspecified behavior of respiratory system,cancer,"Sepsis + MSOF, ALI",ICD-9 -> ICD-12
D492,"Neoplasm of unspecified behavior of bone, soft tissue, and skin",cancer,"Sepsis + MSOF, Encephalopathy",ICD-9 -> ICD-13
D493,Neoplasm of unspecified behavior of breast,cancer,"Sepsis + MSOF, Encephalopathy",ICD-9 -> ICD-14
D494,Neoplasm of unspecified behavior of bladder,cancer,"Sepsis + MSOF, Encephalopathy",ICD-9 -> ICD-15
D49511,Neoplasm of unspecified behavior of right kidney,cancer,Septic Shock,ICD-9 -> ICD-16
D49512,Neoplasm of unspecified behavior of left kidney,cancer,Sepsis + MSOF,ICD-9 -> ICD-17
D49519,Neoplasm of unspecified behavior of unspecified kidney,cancer,Sepsis + MSOF,ICD-9 -> ICD-18
D4959,Neoplasm of unspecified behavior of other genitourinary organ,cancer,Sepsis + MSOF,ICD-9 -> ICD-19
D496,Neoplasm of unspecified behavior of brain,cancer,Sepsis + MSOF,ICD-9 -> ICD-20
D497,Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system,cancer,Sepsis + MSOF,ICD-9 -> ICD-21
D4981,Neoplasm of unspecified behavior of retina and choroid,cancer,Sepsis + MSOF,ICD-9 -> ICD-22
D4989,Neoplasm of unspecified behavior of other specified sites,cancer,Sepsis + MSOF,ICD-9 -> ICD-23
D499,Neoplasm of unspecified behavior of unspecified site,cancer,Sepsis + MSOF,ICD-9 -> ICD-24
Z510,Encounter for antineoplastic radiation therapy,other,Sepsis + MSOF,ICD-9 -> ICD-25
Z5111,Encounter for antineoplastic chemotherapy,other,Sepsis + MSOF,ICD-9 -> ICD-26
Z5112,Encounter for antineoplastic immunotherapy,other,Sepsis + MSOF,ICD-9 -> ICD-27
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm,cancer,Sepsis + MSOF,ICD-9 -> ICD-30
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm,cancer,Sepsis + MSOF,ICD-9 -> ICD-31
